scene_index,prompt
379,"This mid-century modern living room features a sleek sectional sofa positioned against the back wall, facing a low wooden coffee table in the center. A tall floor lamp stands in the corner beside an easy chair, casting a warm glow over the textured area rug."
380,"This modern minimalist living room features a sleek media cabinet against the wall, flanked by a floor lamp in the corner. A low coffee table sits in the center, paired with a swivel chair facing the screen."
381,"A bright coastal living room features a white sectional sofa against the wall, facing a rustic wood coffee table in the center. A tall floor lamp stands by the window, casting a warm glow over the sandy-toned rug."
382,"An industrial loft living room features a large grey sectional facing a media cabinet against the brick wall. A tall floor lamp stands in the corner beside a leather armchair, while a thick rug anchors the seating area on the concrete floor."
383,"A modern minimalist living room centers around a sleek white sofa paired with a round coffee table. A tall media cabinet stands against the far wall, while a curved swivel chair sits in the corner by the window."
384,"This serene Japandi living room centers around a low beige sofa facing a sleek wooden coffee table. A tall natural wood bookshelf stands against the wall, while a woven rug anchors the space in the corner."
385,"A bright coastal living room features a plush white sofa against the wall, facing a wooden coffee table. A woven rug anchors the space, while an armchair sits by the window, adding texture to this serene seaside retreat."
386,"This industrial loft living room centers around a plush leather sectional facing a sturdy metal coffee table, with a tall black bookshelf anchored against the far wall to maximize vertical storage and visual interest."
387,"This cozy traditional living room features a plush leather sofa positioned against the wall, complemented by a matching ottoman in the center. A tall floor lamp stands by the window, casting warm light over the inviting space."
388,"A luxurious art deco living room features a velvet sofa facing a geometric coffee table in the center. A tall floor lamp stands beside a sleek media cabinet against the wall, illuminated by ambient lighting."
389,"This eclectic living room centers around a plush armchair facing a rustic media cabinet. A vibrant floor lamp stands next to the seating area, adding warmth to the mismatched decor."
390,"A bright Scandinavian living room centers on a plush grey sectional facing a minimalist wooden coffee table, with a tall white bookshelf positioned against the far wall."
391,"This Scandinavian living room features a sleek white sectional facing a low media cabinet against the wall. A light oak side table sits by the window, complementing the minimalist aesthetic and soft natural lighting."
392,"A serene Scandinavian living room features a plush armchair nestled by the window, casting soft shadows on the textured rug. A sleek media cabinet sits against the wall, grounding the space with minimalist elegance and clean lines."
