ID,Description,ObjCount,ObjAttr,OORel,OARel,Difficulty,SceneScope
223,"A Scandinavian retreat showcases a daybed against a wall, a floating side table, and a woven storage chest. On the side table sits a digital alarm clock, a folded wool blanket, and a small ceramic vase.","eq,1,daybed; eq,1,side_table; eq,1,chest; eq,1,alarm_clock; eq,1,blanket; eq,1,vase","eq,1,side_table,floating; eq,1,chest,woven; eq,1,alarm_clock,digital; eq,1,blanket,wool; eq,1,blanket,folded; eq,1,vase,ceramic; eq,1,vase,small","eq,1,on,0,side_table,alarm_clock; eq,1,on,0,side_table,blanket; eq,1,on,0,side_table,vase","eq,1,against,daybed,wall",medium,single_room
224,"Rustic charm emerges with a four-poster bed draped in linen, a reclaimed wood writing desk, a backless stool, and an armoire by the corner. A glass vase and a beeswax candle sit atop the desk with a leather-bound journal on the stool.","eq,1,bed; eq,1,desk; eq,1,stool; eq,1,armoire; eq,1,vase; eq,1,candle; eq,1,journal","eq,1,bed,four_poster; eq,1,bed,linen_draped; eq,1,desk,reclaimed_wood; eq,1,desk,writing; eq,1,stool,backless; eq,1,vase,glass; eq,1,candle,beeswax; eq,1,journal,leather_bound","eq,1,on,0,desk,vase; eq,1,on,0,desk,candle; eq,1,on,0,stool,journal","eq,1,corner,armoire,room",medium,single_room
225,"Contemporary bedroom features a king bed with a tufted headboard against a smooth plaster wall, a floating nightstand beside it, a sleek metal desk under a wide window paired with an ergonomic chair, and a walnut dresser across the room. On the desk a silver laptop sits to the left of a ceramic coffee mug that rests on a leather-bound notebook.","eq,1,bed; eq,1,nightstand; eq,1,desk; eq,1,chair; eq,1,dresser; eq,1,laptop; eq,1,mug; eq,1,notebook","eq,1,bed,king; eq,1,bed,tufted_headboard; eq,1,nightstand,floating; eq,1,desk,sleek; eq,1,desk,metal; eq,1,chair,ergonomic; eq,1,dresser,walnut; eq,1,laptop,silver; eq,1,mug,ceramic; eq,1,notebook,leather_bound","eq,1,next,0,bed,nightstand; eq,1,next,0,desk,chair; eq,1,on,0,desk,laptop; eq,1,on,0,desk,notebook; eq,1,on,0,notebook,mug; eq,1,left,0,mug,laptop; eq,1,across,0,desk,dresser","eq,1,against,bed,wall; eq,1,under,desk,window",medium,single_room
226,"Contemporary living room with a grey sectional sofa facing a low-profile wooden coffee table, a tripod floor lamp standing beside the sofa, a patterned area rug beneath the table, and a slim metal bookshelf against the opposite wall.","eq,1,sofa; eq,1,coffee_table; eq,1,floor_lamp; eq,1,area_rug; eq,1,bookshelf","eq,1,sofa,grey; eq,1,coffee_table,wooden; eq,1,coffee_table,low_profile; eq,1,floor_lamp,tripod; eq,1,area_rug,patterned; eq,1,bookshelf,metal; eq,1,bookshelf,slim; eq,1,sofa,sectional","eq,1,facing,0,coffee_table,sofa; eq,1,next,0,sofa,floor_lamp; eq,1,under,0,coffee_table,area_rug; eq,1,opposite,0,sofa,bookshelf","eq,1,against,bookshelf,wall",medium,single_room
227,"Bright living room showcasing two mid-century armchairs positioned near a glass-top coffee table, a walnut TV stand beneath a wall-mounted flat screen TV, and a ceramic vase displayed on the table.","eq,2,armchair; eq,1,coffee_table; eq,1,TV_stand; eq,1,TV; eq,1,vase","eq,2,armchair,mid_century; eq,1,coffee_table,glass_top; eq,1,TV_stand,walnut; eq,1,TV,wall_mounted; eq,1,vase,ceramic; eq,1,TV,flat_screen","eq,2,near,0,coffee_table,armchair; eq,1,beneath,0,TV,TV_stand; eq,1,on,0,coffee_table,vase","eq,1,on,TV,wall",medium,single_room
228,"Cozy lounge area with a leather recliner next to a round wooden side table, a marble-top coffee table in front of a velvet sofa, and a potted fiddle leaf fig on the side table.","eq,1,recliner; eq,1,side_table; eq,1,coffee_table; eq,1,sofa; eq,1,potted_plant","eq,1,recliner,leather; eq,1,side_table,round; eq,1,side_table,wooden; eq,1,coffee_table,marble_top; eq,1,sofa,velvet; eq,1,potted_plant,fiddle_leaf_fig","eq,1,next,0,recliner,side_table; eq,1,front,0,sofa,coffee_table; eq,1,on,0,side_table,potted_plant",,medium,single_room
229,"Spacious living room arranged around a rectangular oak coffee table surrounded by a tufted sofa and two ottomans, while a tripod floor lamp illuminates one corner and two books rests on the table.","eq,1,coffee_table; eq,1,sofa; eq,2,ottoman; eq,1,floor_lamp; eq,2,book","eq,1,coffee_table,oak; eq,1,coffee_table,rectangular; eq,1,sofa,tufted; eq,1,floor_lamp,tripod","eq,1,surround,0,coffee_table,sofa,ottoman:0,ottoman:1; eq,2,on,0,coffee_table,book","eq,1,corner,floor_lamp,room",medium,single_room
230,"Sunlit living space with a modular sectional sofa facing a live-edge wood coffee table, a brass arc floor lamp arching near the seating area, and two decorative throw pillows on the sofa.","eq,1,sofa; eq,1,coffee_table; eq,1,floor_lamp; eq,2,throw_pillow","eq,1,sofa,modular; eq,1,coffee_table,live_edge; eq,1,coffee_table,wood; eq,1,floor_lamp,brass; eq,1,floor_lamp,arc; eq,2,throw_pillow,decorative; eq,1,sofa,sectional","eq,1,facing,0,coffee_table,sofa; eq,1,near,0,sofa,floor_lamp; eq,2,on,0,sofa,throw_pillow",,medium,single_room
231,"Modern living room centered around a black marble coffee table on which sits a sculptural ceramic bowl, an white lounge chair beside the table, a minimalist TV console against the wall, and a table lamp on the console.","eq,1,coffee_table; eq,1,bowl; eq,1,lounge_chair; eq,1,TV_console; eq,1,table_lamp","eq,1,coffee_table,black; eq,1,coffee_table,marble; eq,1,bowl,ceramic; eq,1,bowl,sculptural; eq,1,lounge_chair,white; eq,1,TV_console,minimalist","eq,1,on,0,coffee_table,bowl; eq,1,next,0,coffee_table,lounge_chair; eq,1,on,0,TV_console,table_lamp","eq,1,center,coffee_table,room; eq,1,against,TV_console,wall",medium,single_room
232,"Family living room featuring a plush sectional sofa separated by a low rattan coffee table, two folding poufs tucked under a bookshelf, and a collection of framed photos on the shelf.","eq,1,sofa; eq,1,coffee_table; eq,2,pouf; eq,1,bookshelf; ge,2,photo_frame","eq,1,sofa,plush; eq,1,coffee_table,rattan; eq,1,coffee_table,low; eq,2,pouf,folding; eq,1,sofa,sectional","eq,1,front,0,sofa,coffee_table; eq,2,under_region,0,bookshelf,pouf; ge,2,inside,0,bookshelf,photo_frame",,medium,single_room
233,"Stylish lounge with a velvet loveseat facing a round marble coffee table, a tripod floor lamp standing beside a leather pouf, and some magazines nestled on the table.","eq,1,loveseat; eq,1,coffee_table; eq,1,floor_lamp; eq,1,pouf; ge,2,magazine","eq,1,loveseat,velvet; eq,1,coffee_table,marble; eq,1,coffee_table,round; eq,1,floor_lamp,tripod; eq,1,pouf,leather","eq,1,facing,0,coffee_table,loveseat; eq,1,next,0,pouf,floor_lamp; ge,2,on,0,coffee_table,magazine",,medium,single_room
234,"Scandinavian living room with two navy blue armchairs facing a round oak coffee table set in front of a large window, a dove gray sofa positioned against the opposite wall, a minimalist white side table beside the sofa holding a ceramic mug, and a tripod floor lamp standing near the window.","eq,2,armchair; eq,1,coffee_table; eq,1,sofa; eq,1,side_table; eq,1,floor_lamp; eq,1,mug","eq,2,armchair,navy_blue; eq,1,coffee_table,round; eq,1,coffee_table,oak; eq,1,sofa,dove_gray; eq,1,side_table,white; eq,1,side_table,minimalist; eq,1,floor_lamp,tripod; eq,1,mug,ceramic","eq,2,facing,0,coffee_table,armchair; eq,1,next,0,sofa,side_table; eq,1,on,0,side_table,mug; eq,1,opposite,0,coffee_table,sofa","eq,1,in_front,coffee_table,window; eq,1,against,sofa,wall; eq,1,near,floor_lamp,window",medium,single_room
235,"Bohemian living room featuring a rattan chaise lounge placed beneath a bay window, a round jute pouf at the foot of the chaise, a live-edge teak coffee table next to the chaise and a woven leather armchair, a slim console table located adjacent to the entrance door, and a slender table lamp sitting on the console.","eq,1,chaise_lounge; eq,1,pouf; eq,1,coffee_table; eq,1,armchair; eq,1,console_table; eq,1,table_lamp","eq,1,chaise_lounge,rattan; eq,1,pouf,round; eq,1,pouf,jute; eq,1,coffee_table,live_edge; eq,1,coffee_table,teak; eq,1,armchair,leather; eq,1,armchair,woven; eq,1,console_table,slim; eq,1,table_lamp,slender","eq,1,foot,0,chaise_lounge,pouf; eq,1,next,0,coffee_table,chaise_lounge; eq,1,next,0,coffee_table,armchair; eq,1,on,0,console_table,table_lamp","eq,1,under,chaise_lounge,window; eq,1,next,console_table,door",medium,single_room
236,"Sunlit living room with a charcoal leather sofa facing a walnut coffee table placed in front of a window, with two rattan armchairs nearby, a low-profile TV stand under the window, a tripod floor lamp beside the sofa, and two hardcover books on the coffee table.","eq,1,sofa; eq,1,coffee_table; eq,2,armchair; eq,1,TV_stand; eq,1,floor_lamp; eq,2,book","eq,1,sofa,charcoal; eq,1,sofa,leather; eq,1,coffee_table,walnut; eq,1,TV_stand,low_profile; eq,2,armchair,rattan; eq,1,floor_lamp,tripod; eq,2,book,hardcover","eq,1,facing,0,coffee_table,sofa; eq,2,near,0,coffee_table,armchair; eq,1,next,0,sofa,floor_lamp; eq,2,on,0,coffee_table,book","eq,1,in_front,coffee_table,window; eq,1,under,TV_stand,window",medium,single_room
237,"A living room with a modern gray sofa facing a round wooden coffee table. An armchair sits next to the window and a tall bookshelf stands beside the door. A throw pillow rests on the sofa, a floor lamp stands behind the armchair, a small ceramic vase is placed on the coffee table, and a novel lies on a lower shelf of the bookshelf.","eq,1,sofa; eq,1,coffee_table; eq,1,armchair; eq,1,bookshelf; eq,1,throw_pillow; eq,1,floor_lamp; eq,1,vase; eq,1,novel","eq,1,sofa,modern; eq,1,sofa,gray; eq,1,coffee_table,round; eq,1,coffee_table,wooden; eq,1,bookshelf,tall; eq,1,vase,small; eq,1,vase,ceramic","eq,1,facing,0,coffee_table,sofa; eq,1,on,0,sofa,throw_pillow; eq,1,behind,0,armchair,floor_lamp; eq,1,on,0,coffee_table,vase; eq,1,bottom_region,0,bookshelf,novel","eq,1,next,armchair,window; eq,1,next,bookshelf,door",medium,single_room
238,"In a cozy living room, a leather sofa and a glass coffee table occupy the center. Two armchairs flank the sofa, one of them near the window and the other close to the door. A brass floor lamp stands behind one armchair, a colorful throw pillow rests on one armchair, a scented candle sits on the coffee table, and a paperback novel lies on the sofa.","eq,1,sofa; eq,1,coffee_table; eq,2,armchair; eq,1,floor_lamp; eq,1,throw_pillow; eq,1,candle; eq,1,novel","eq,1,sofa,leather; eq,1,coffee_table,glass; eq,1,floor_lamp,brass; eq,1,throw_pillow,colorful; eq,1,candle,scented; eq,1,novel,paperback","eq,1,left,0,sofa,armchair; eq,1,behind,0,armchair,floor_lamp; eq,1,on,0,armchair,throw_pillow; eq,1,on,0,coffee_table,candle; eq,1,on,0,sofa,novel; eq,1,right,0,sofa,armchair","eq,1,center,sofa,room; eq,1,center,coffee_table,room; eq,1,near,armchair,window; eq,1,near,armchair,door",medium,single_room
239,"Centered under the window, a plush sectional sofa faces a walnut coffee table. A minimalist sideboard stands against the opposite wall, with a reading chair placed beside the door. A cozy throw pillow is on the sectional, a tall reading lamp stands next to the chair, a glass vase holding dried flowers sits on the sideboard, and a hardcover book rests on the coffee table.","eq,1,sofa; eq,1,coffee_table; eq,1,sideboard; eq,1,reading_chair; eq,1,throw_pillow; eq,1,reading_lamp; eq,1,vase; eq,1,book","eq,1,sofa,plush; eq,1,coffee_table,walnut; eq,1,sideboard,minimalist; eq,1,throw_pillow,cozy; eq,1,reading_lamp,tall; eq,1,vase,glass; eq,1,book,hardcover; eq,1,sofa,sectional; eq1,1,vase,holding_dried_flowers","eq,1,facing,0,coffee_table,sofa; eq,1,on,0,sofa,throw_pillow; eq,1,next_to,0,reading_chair,reading_lamp; eq,1,on,0,sideboard,vase; eq,1,on,0,coffee_table,book; eq,1,opposite,0,sofa,sideboard","eq,1,under,sofa,window; eq,1,against,sideboard,wall; eq,1,next_to,reading_chair,door",medium,single_room
240,"A bright living room features an L-shaped sofa with a rectangular coffee table in front. The sofa extends to the wall beneath a window. A single armchair is positioned near the door, and a slim bookshelf stands in the corner. On the coffee table sits a decorative vase, a magazine lies open on the sofa, a floor lamp stands beside the armchair, and a small potted plant rests on one of the bookshelf shelves.","eq,1,sofa; eq,1,coffee_table; eq,1,armchair; eq,1,bookshelf; eq,1,vase; eq,1,magazine; eq,1,floor_lamp; eq,1,potted_plant","eq,1,sofa,l_shaped; eq,1,coffee_table,rectangular; eq,1,bookshelf,slim; eq,1,vase,decorative; eq,1,magazine,open; eq,1,potted_plant,small","eq,1,front,0,sofa,coffee_table; eq,1,on,0,coffee_table,vase; eq,1,on,0,sofa,magazine; eq,1,next_to,0,armchair,floor_lamp; eq,1,inside,0,bookshelf,potted_plant","eq,1,near,sofa,wall; eq,1,under,sofa,window; eq,1,near,armchair,door; eq,1,corner,bookshelf,room",medium,single_room
241,"An elegant living room contains a velvet sofa facing a marble-top coffee table. A lounge chair sits adjacent to the window, and a tall media console rests against the wall near the door. A silk throw pillow adorns the sofa, a tripod floor lamp stands beside the lounge chair, a crystal vase with fresh flowers sits on the coffee table, and a paperback novel lies on the console.","eq,1,sofa; eq,1,coffee_table; eq,1,lounge_chair; eq,1,media_console; eq,1,throw_pillow; eq,1,floor_lamp; eq,1,vase; eq,1,novel","eq,1,sofa,velvet; eq,1,coffee_table,marble_top; eq,1,media_console,tall; eq,1,throw_pillow,silk; eq,1,floor_lamp,tripod; eq,1,vase,crystal; eq,1,vase,with_fresh_flowers; eq,1,novel,paperback","eq,1,facing,0,coffee_table,sofa; eq,1,on,0,sofa,throw_pillow; eq,1,beside,0,lounge_chair,floor_lamp; eq,1,on,0,coffee_table,vase; eq,1,on,0,media_console,novel","eq,1,adjacent,lounge_chair,window; eq,1,against,media_console,wall; eq,1,near,media_console,door",medium,single_room
242,"A warm dining room features a round oak table surrounded by four brown chairs. A rustic sideboard stands against the wall, displaying a ceramic vase filled with seasonal flowers and a fruit bowl at its center.","eq,1,table; eq,4,chair; eq,1,sideboard; eq,1,vase; eq,1,fruit_bowl","eq,1,table,round; eq,1,table,oak; eq,4,chair,brown; eq,1,sideboard,rustic; eq,1,vase,ceramic; eq,1,vase,with_seasonal_flowers","eq,4,surround,0,table,chair:0,chair:1,chair:2,chair:3; eq,1,on,0,sideboard,vase; eq,1,on,0,sideboard,fruit_bowl; eq,1,middle_of,0,sideboard,fruit_bowl","eq,1,against,sideboard,wall",medium,single_room
243,"Sunlight spills over a rectangular glass table with six minimalist metal chairs on the long sides, with a small potted fern resting in the center.","eq,1,table; eq,6,chair; eq,1,potted_fern","eq,1,table,rectangular; eq,1,table,glass; eq,6,chair,minimalist; eq,6,chair,metal; eq,1,potted_fern,small","eq,6,long_side,0,table,chair; eq,1,center_of,0,table,potted_fern; eq,1,on,0,table,potted_fern",,medium,single_room
244,"A rectangular wooden dining table centered in the room with four upholstered chairs on its long sides, a crystal chandelier hanging overhead, a small vase of fresh tulips on the table, and a sideboard positioned against the wall.","eq,1,dining_table; eq,4,chair; eq,1,chandelier; eq,1,vase; eq,1,sideboard","eq,1,dining_table,rectangular; eq,1,dining_table,wooden; eq,4,chair,upholstered; eq,1,chandelier,crystal; eq,1,vase,small; eq,1,vase,with_fresh_tulips","eq,4,long_side,0,dining_table,chair; eq,1,on,0,dining_table,vase","eq,1,center,dining_table,room; eq,1,hang,chandelier,ceiling; eq,1,against,sideboard,wall",medium,single_room
245,"Circular glass table placed in the middle with three modern chairs around it, a minimalist pendant lamp suspended above, a tall buffet cabinet nearby, and a ceramic bowl displayed on the cabinet.","eq,1,table; eq,3,chair; eq,1,pendant_lamp; eq,1,buffet_cabinet; eq,1,bowl","eq,1,table,circular; eq,1,table,glass; eq,3,chair,modern; eq,1,pendant_lamp,minimalist; eq,1,bowl,ceramic; eq,1,buffet_cabinet,tall","eq,1,surround,0,table,chair:0,chair:1,chair:2; eq,1,inside,0,buffet_cabinet,bowl; eq,1,near,0,table,buffet_cabinet","eq,1,middle,table,room; eq,1,hang,pendant_lamp,ceiling",medium,single_room
246,"Golden oak trestle table flanked by two wooden benches, a rustic lantern hanging from the ceiling, and two potted succulents arranged on the tabletop.","eq,1,trestle_table; eq,2,bench; eq,1,lantern; eq,2,succulent","eq,1,trestle_table,golden_oak; eq,2,bench,wooden; eq,1,lantern,rustic; eq,2,succulent,potted","eq,2,next,0,trestle_table,bench; eq,2,on,0,trestle_table,succulent","eq,1,hang,lantern,ceiling",medium,single_room
247,"A marble-topped table surrounded by four velvet chairs, a decorative bowl at its center, and a floor-standing wine rack placed against the wall.","eq,1,table; eq,4,chair; eq,1,bowl; eq,1,wine_rack","eq,1,table,marble_topped; eq,4,chair,velvet; eq,1,bowl,decorative; eq,1,wine_rack,floor_standing","eq,1,surround,0,table,chair:0,chair:1,chair:2,chair:3; eq,1,middle_of,0,table,bowl; eq,1,on,0,table,bowl","eq,1,against,wine_rack,wall",medium,single_room
248,"Farmhouse trestle table beside a window with three wooden chairs, a candlestick holder resting on the table, and a narrow console table lining the opposite wall with a framed print above it.","eq,1,trestle_table; eq,3,chair; eq,1,candlestick_holder; eq,1,console_table; eq,1,framed_print","eq,1,trestle_table,farmhouse; eq,3,chair,wooden; eq,1,console_table,narrow","eq,3,around,0,trestle_table,chair; eq,1,on,0,trestle_table,candlestick_holder; eq,1,on,0,console_table,framed_print; eq,1,opposite,0,trestle_table,console_table","eq,1,next,trestle_table,window; eq,1,against,console_table,wall",medium,single_room
